Vessel name,Bandeira,Total embarked,Total disembarked,Percent men,Percent women,Mortality rate,Middle passage,Captain's name
Minerva,,517,378,,,0.27,85,"Braga, João Ribeiro de Castro"
Nove de Janeiro,,596,487,,,0.18,70,"Lontra, Rafael Inácio da Fonseca"
S Rosa,,430,393,,,,39,"Faria, Manoel de Jesus"
Indústria,Portugal,625,594,,,0.05,35,"Seixas, Valeriano José de"
Pastora de Lima,Portugal,467,435,,,0.07,43,"Oliveira, José Malaquias de"
Bela Emiliana,Portugal,202,199,,,0.01,34,"Flores, Manoel Lopes<br/> Rodrigues, Manoel Machado"
Império do Brasil,,404,337,,,0.17,70,"Menezes, Antônio Joaquim de"
General Rêgo,Portugal,600,551,,,0.08,32,"Alcântara, Marcelino José de"
Conde dos Arcos,,446,338,,,0.24,56,"Matos, João Vieira Barão de"
Zéfiro,Portugal,518,477,,,0.08,45,"Souza, Antônio Ferreira de"
Trajano,Brazil,536,413,,,0.23,63,"Silva, Manoel Francisco da"
S Antônio Destemido,,697,663,,,0.05,37,"Silva, José Leite da"
Adamastor,,448,262,,,0.42,142,"Lopes, Francisco da Silva"
Esperança,Portugal,455,407,,,0.11,32,"Loureiro, Joaquim José da Silva"
Vinte e Seis de Fevereiro,,612,545,,,0.11,60,"Branco, Paulo José"
Amizade dos Santos,Portugal,282,214,,,0.24,35,"Bastos, João Lopes de"
Boa União,,396,356,,,0.1,30,"Cunha, Ricardo Xavier da"
Visconde de S Lourenço,,403,356,,,0.12,50,"Cunha, Eusébio José da"
Quatro de Abril,,627,488,,,0.22,81,"Luz, José Joaquim da"
NS da Guia,,496,195,,,0.61,82,"Silva, Joaquim Arsênio da"
Polifemo,,543,534,,,0.02,30,"Pedrosa, Manoel Carvalho"
Henriqueta,,539,478,,,0.11,39,"Noronha, Manoel Joaquim de"
Lucrécia,,300,267,,,0.11,30,"Cardoso, Estevão José"
Novo Despique,,682,608,,,,31,"Guimarães, Antônio José"
Lisboa,,441,433,,,0.02,29,"Medeiros, Francisco Antônio de"
S José Diligente,,556,554,,,0.0,30,"Branco, Antônio Rodrigues"
Ninfa do Brasil,,475,404,,,0.15,33,"Pereira, Joaquim José"
Reunião,,198,192,,,0.03,38,"Luz, Manoel Joaquim da"
Mercúrio,Portugal,423,386,,,0.09,36,"Paiva, João Martins de"
Mercantil,,430,337,,,0.22,29,"Lopes, João Crisóstomo Rodrigues"
Regeneradora,,262,240,,,,28,"Fortes, Bento José Francisco"
Trajano,Portugal,535,495,,,0.07,44,"Melo, Francisco José de"
Bom Jesus Triunfo,,565,521,,,0.08,,"Marques, Gregório Maria"
Amália,,760,737,,,0.03,32,"Pinto, Manoel José Gonçalves da Costa"
D Ana,,337,283,,,0.16,33,"Lessa, José dos Santos"
Tejo,,558,556,,,0.0,37,"Rodrigues, Francisco de Paula"
Bela Americana,,425,417,,,0.02,36,"Fontes, José Maria Pereira"
Caçador,,562,554,,,0.01,45,"Batalha, Luís Antônio"
Cometa,,668,666,,,0.0,27,"Moraes, José de"
Abismo,,340,325,,,0.04,33,"Carneiro, João Francisco"
S Rosa,,449,407,,,,40,"Silveira, João Antônio da"
Santana Flor de Luanda,,441,435,,,0.01,33,"Braga, Antônio Manoel de Azevedo"
Príncipe Real,Portugal,490,476,,,0.03,28,"Oliveira, José Fernandes de"
Maria,Portugal,448,420,,,0.06,43,"Moreira, Dionísio José"
Amazona,,489,487,,,0.0,,"Santos, José Rodrigues dos"
Flora,Portugal,272,267,,,0.02,40,"Santos, José Antônio dos"
NS da Conceição e Sr dos Passos,,407,390,,,0.04,42,"Santos, José Vitorino dos"
Regeneradora,,274,270,,,0.01,30,"Fortes, Bento José Francisco<br/> Santos, Graciano dos"
Grão Penedo,,480,456,,,0.05,44,"Oliveira, Sérgio Ferreira de"
Desengano Feliz,Portugal,574,548,,,0.05,32,"Vieira, Francisco Manoel<br/> Pinto, José"
Desunião,Portugal,273,250,,,,37,"Lemos, Domingos da Fonseca"
Marquês de Pombal,,459,458,,,0.0,34,"Blanchart, Manoel Pereira de Souza"
Príncipe Regente,,742,708,,,0.05,67,"Bondoso, Antônio José"
Ligeiro,,409,398,,,0.03,40,"Neves, Maximiliano José das"
Imperador do Brasil,Portugal,502,480,,,0.04,32,"Munhoz, Simão da Rocha<br/> Ferreira, Luís da Costa"
Galiana,,320,316,,,0.01,37,"Abreu, Joaquim José Pereira de"
S Antônio Destemido,,667,656,,,0.02,31,"Silva, José Leite da"
Amizade dos Santos,,351,321,,,,35,"Bastos, José Lopes de"
Ninfa Habanera,Spain,459,400,,,,,
Cherigota,,107,93,,,,,
Iris,Spain,364,317,,,,,"Zurbano, Domingo"
Relâmpago,,560,503,,,,,
Anfitrite,Spain,268,255,,,,,"Mayor, D Cristonal"
Angélina,France,328,300,,,,,"Verrier, Gabriel<br/> Angaud, M Louis"
Orestes,Spain,289,260,,,,,"Vega, D Franco Greco"
Matilde,Spain,367,350,,,,,
Barbarita,Spain,199,190,,,,,"Blanco, Pedro"
Jeune Louis,France,344,270,,,0.22,54,"Menard, Jean-Baptiste<br/> Bejaud<br/> Demouy, François"
Dorotea (a) Deseada,Spain,369,352,,,,,"Gardullo, J"
Sirius,France,347,318,,,,,Jouanne
Teresa,Spain,484,435,,,,,"Aresti, J B"
Minerva,Spain,191,182,,,,,"Barnett, P"
Ninfa,Spain,257,245,,,,,"Mandial, J"
Atrevida,Spain,399,380,,,,,"Herrera, J A"
Alerta,Spain,501,450,,,,,"Echevarria, Antonio"
Gaspard,France,328,300,,,,,"Maillard, Louis Hyppolite"
Gustave,Spain,437,400,,,,,"Héraud, Jean"
Nicanor,Spain,207,180,,,,,"Telleache, J"
Iris,Spain,402,350,,,,,"Echevarria, M S"
San José,Spain,524,480,,,,,
Félicie,France,336,300,,,,,"Berge, Jean Charles<br/> Guyon"
Victoria,Spain,273,250,,,,,"Puenta, J de la"
Jacinta,Spain,262,250,,,,,"Castro, F de"
Anfitrite,Spain,189,180,,,,,"Seton, J"
Matilde,Spain,378,360,,,,,"Sangreras, J"
Paulita,Spain,241,230,,,,,"Aurecochea, J"
Conquistador,Spain,584,525,,,,,"Sandrino, Juan"
Annibal,Spain,255,243,,,,,
Joaquina,Spain,279,243,,,,,
 ,Spain,279,243,,,,,
Constante,Spain,546,500,,,,,"Sanjurjo, Antonio"
União,Brazil,196,194,,,0.01,39,"Silveira, André Pinto da"
Carlota,,392,341,,,,36,"Barros, José Ferreira de"
S João Batista,,13,12,,,,,
Primeira Estrela,Brazil,246,223,,,,29,"Rodrigues, Cosme José<br/> Almeida, José G."
Conceição Estrela,,241,219,,,,,"Álvares, José Maria"
S João Segunda Rosália,,305,277,,,,,
Carlota,,364,317,,,,22,"Luís, Tomás"
Bonfim,Portugal,177,160,,,,43,"Melo, Francisco José de<br/> Brito, Joaquim Gonçalves de"
Elisa,,160,143,,,,,
Carlota,,380,368,,,0.03,,"Luís, Tomás"
Felicidade,Portugal,243,231,,,0.05,,"Vale, Joaquim José do"
Caridade,Brazil,223,211,,,0.05,,"Faria, João Antônio de"
S Benedito,,446,434,,,0.03,,
Caridade,Brazil,334,303,,,,,"Ferreira, José dos Santos"
NS da Conceição de Maria,,194,179,,,,,
Sacramento,,255,231,,,,,
Henriqueta,Portugal,550,504,,,,19,"Santos, João Cardoso dos"
S João Segunda Rosália,,244,222,,,,,
Carlota,,404,352,,,,,"Luís, Tomás"
Aurora,,90,83,,,,,
Sete de Março,,92,92,,,0.0,67,"Teixeira, Jacinto Alves"
Vigilante,,622,577,,,0.07,62,"Carvalho, Francisco Cândido da Silva e"
Africano Constitucional,,795,726,,,0.09,69,"Monteiro, Alexandre Correa Cardoso"
Seis de Fevereiro,,414,361,,,0.13,73,"Moreira, José Lopes da Costa (Jr)"
S José Diligente,,522,519,,,0.01,35,"Branco, Antônio Rodrigues"
Adamastor,Portugal,492,487,,,0.01,39,"Santos, Antônio Teodoro dos"
Velha de Deus,,343,295,,,0.14,76,"Lima, Inácio Gonçalves de"
Mercúrio,Portugal,471,467,,,0.01,35,"Ferreira, Francisco de Paula"
Conde dos Arcos,,555,513,,,0.08,55,"Silva, João Paulino da"
Nove de Janeiro,,594,572,,,0.04,56,"Lontra, Rafael Inácio da Fonseca"
Vulcano,,568,504,0.35305,0.12595,0.11,62,"Ferreira, Antônio José"
Maria Justina,,443,431,,,0.03,34,"Medeiros, Francisco Antônio de"
S Antônio Triunfo,,401,298,,,0.26,60,"Raposo, Antônio Joaquim da Silva"
S André Diligente,,343,323,,,0.06,32,"Araújo, Francisco José de"
Minerva,,516,469,,,0.09,51,"Braga, João Ribeiro de Castro<br/> Barreiros, Antônio de Oliveira"
Luís,,584,579,,,0.01,40,"Pacheco, José dos Santos"
Bom Jesus Triunfo,,633,542,,,0.14,37,"Lopes, João Crisóstomo Rodrigues"
Conde dos Arcos,,400,375,,,0.06,61,"Monteiro, Caetano Francisco"
Lucrécia,,300,291,,,0.03,30,"Belém, João Maurício"
Trajano,,545,377,,,0.31,101,"Silva, Manoel Francisco da"
Três Corações,,756,674,,,,32,"Santos, José Pedro dos"
Esperança,Portugal,511,507,,,0.01,47,"Loureiro, Joaquim José da Silva"
Despique,,563,421,,,0.25,77,"Vieira, Constantino Gomes<br/> Santos, Manoel Pereira dos"
Boa União,,430,394,,,0.08,44,"Franco, Joaquim Antônio"
Polifemo,,505,486,,,0.04,36,"Pedrosa, Manoel Carvalho"
Trajano,Portugal,518,470,,,0.09,48,"Melo, Francisco José de"
NS da Guia,,405,307,,,0.24,97,"Andrade, José Freire Alves de"
Tejo,,648,587,,,,75,"Lisboa, José Antônio de Freitas"
Regeneradora,,250,245,,,0.02,32,"Fortes, Bento José Francisco"
Henriqueta,,597,586,,,0.02,42,"Silva, Manoel Lopes da<br/> Cardoso, Estevão José"
Cometa,,660,658,,,0.0,25,"Moraes, José de"
Imperador do Brasil,,425,227,,,0.47,127,"Martins, Joaquim Custódio<br/> Salgado, Aleixo Gomes"
Mercantil,,730,722,,,0.01,27,"Marques, Gregório Maria"
Defensor Perpétuo,,314,311,,,0.01,26,"Mendonça, Antônio Maurício de"
Cotia,,360,349,,,0.03,27,"Paiva, José Martins de"
Espadarte,,466,452,,,0.03,25,"Madruga, Francisco Pereira Nunes"
Ativo,Portugal,506,487,,,0.04,38,"Rodrigues, Manoel José"
Triunfo da Inveja,,314,296,,,0.06,39,"Batista, Martinho José"
Caçador,,526,522,,,0.01,42,"Batalha, Luís Antônio"
Esperança,,591,543,,,0.08,46,"Rodrigues, Manoel Machado"
Pastora de Lima,Portugal,477,332,,,0.3,48,"Oliveira, José Malaquias de"
Marquês de Pombal,,461,459,,,0.0,38,"Silveira, João Antônio da"
Urânia,,301,283,,,0.06,44,"Silva, Joao Pedro da"
Júpiter,,436,399,,,,50,"Afonso, Antônio Manoel"
Amália,,760,740,,,0.03,34,"Pinto, Manoel José Gonçalves da Costa"
Imperador do Brasil,,502,474,,,0.06,41,"Ferreira, Luís da Costa"
Santana Flor de Luanda,,529,524,,,0.01,37,"Braga, Antônio Manoel de Azevedo"
Torcata,,339,295,,,,36,"Martins, Diogo Cândido"
General Rêgo,Portugal,427,415,,,0.03,27,"Alcântara, Marcelino José de"
Lucrécia,Portugal,340,338,,,0.01,32,"Barbosa, Francisco Borges"
Luís de Camões,,559,543,,,0.03,32,"Santos, José Antônio dos"
Ligeiro,,400,384,,,0.04,45,"Neves, Maximiliano José das"
Desengano Feliz,,572,535,,,0.06,26,"Oliveira, Antônio de (Neto)"
Desunião,,256,236,,,,,"Carvalho, Francisco Pires de"
Ulisses,,700,606,,,1.0,,"Viana, Pedro José Correa"
Duarte Pacheco,,560,535,,,0.04,55,"Cunha, Manoel Lopes da"
Amizade dos Santos,Portugal,301,262,,,0.13,26,"Bastos, José Lopes de"
Sete de Março,,353,335,,,0.05,61,"Rodrigues, Francisco de Paula"
Deux Nantais,France,483,460,0.27511,0.11354,0.05,39,"Pelletier, Charles"
Prosperina,Spain,89,85,,,,,"Barrera, J A"
Zeagenes,Spain,210,200,,,,,
Orestes,Spain,285,212,,,0.26,48,"Mutio, J R"
Fingal,Spain,61,58,,,0.05,,"Urquijo, D"
Iris,Spain,105,100,,,,,"Prieto, F"
Minerva,Spain,210,200,,,,,"Fernandez, Manuel"
Nuevo Campeador,Spain,303,263,0.60305,0.20229,0.13,,"Botel, J"
San Pedro (a) Currutaco,Spain,411,369,,,,,"Coll, Juan"
Dichosa (Santo Cristo),Spain,166,158,,,,,"Torres y Conde, Ramon"
Amizade dos Santos,Brazil,402,345,,,0.14,63,
Primeira Rosália,,251,232,,,,,
Emília,Brazil,349,311,,,,,"Ferreira, Estevão Nonato"
Primeira Rosália,,244,226,,,,,
S João Voador,Brazil,88,80,,,,,"Silva, Manoel Simões da"
S João Espadarte,,265,243,,,,,
Henriqueta,Portugal,550,504,,,,18,"Santos, João Cardoso dos"
Águia,,139,127,,,,,"Lima, João Maria de"
Bonsucesso,Brazil,228,204,,,,,"Fonseca, Gaspar dos Reis da"
S José Vencedor,,15,14,,,,,"Narciso, Antônio"
Primoroso Divino,,490,472,,,0.04,33,"Antônio, Manoel"
S Benedito,Brazil,625,577,,,,,"Álvares, José Maria"
Carlota,Brazil,360,358,,,0.01,,"Costa, José Francisco da"
Primeira Rosália,Brazil,451,406,,,,,"Machado, José"
NS do Monte do Carmo,Brazil,217,195,,,,,"Braga, Joaquim de Araújo"
Bonfim,Brazil,459,416,,,,,"Fonseca, João José da"
Henriqueta,Brazil,487,441,,,,23,"Santos, João Cardoso dos"
Primeira Estrela,Brazil,227,204,,,,,"Rodrigues, Cosme José"
S João Voador,Brazil,132,124,,,,,"Costa, Manoel dos Santos da"
Bonsucesso,Brazil,219,197,,,,,"Fonseca, Gaspar dos Reis da"
Tentadora,Brazil,483,446,,,,,
Carlota,Brazil,398,358,,,,,"Costa, José Francisco da"
Nova Viagem,Brazil,339,305,,,,,"Barros, José Ferreira de"
Maria da Glória,Brazil,576,532,,,,,"Diogo, João"
Orfeu,Portugal,719,708,,,0.02,30,"Guimarães, Luís Antônio"
Conde dos Arcos,Portugal,425,419,,,0.01,33,"Bastos, Manoel Domingos"
Boa Viagem,Portugal,299,279,,,0.07,40,"Franco, José Henriques<br/> Pinto, Manoel Soares"
Carolina,Brazil,148,133,,,,,"Brito, Vítor Nobre de"
Nove de Março,Brazil,119,107,,,,,"Pinho, José Fernando do"
Pedro Primeiro,Brazil,177,160,,,,,"Silva, Jacinto José da"
San José (a) Pepe,Spain,634,570,,,,,"Gómez, J"
Vigilancia Havanera,Spain,389,350,,,,,"Castro, D A de"
Montanera,Spain,284,270,,,,,"Cortina, R."
Brebe,Spain,445,400,,,,,"Capera, A"
Xerxes,Spain,411,369,,,,,"Gonzalez, Ramon"
Micacla,Spain,307,277,,,,,"Oleaga, J"
Nueva Orestes,Spain,389,350,,,,,"Manzana, S"
Vigilancia Habanera,Spain,389,350,,,,,"Castro, D A de"
Hermosa Dolores (a) Dolorita,Spain,284,270,,,,,"Aureycochea, Joachim<br/> Blanco, Pedro"
Tres Manuelas,Spain,200,180,,,,,
Amazona,,491,491,,,0.0,35,"Santos, José Rodrigues dos"
Golfinho,Portugal,376,376,,,0.0,34,"Fonseca, Manoel Joaquim da"
Aurora do Cabo,,528,493,,,0.07,34,"Flores, Joaquim Francisco"
Orestes,,551,507,,,0.08,29,"Cunha, José Fortuna da"
Ceres,,471,461,,,0.02,30,"Nunes, João Lopes"
Bela Americana,,473,456,,,0.04,29,"Rodrigues, Manoel Machado"
Amizade Feliz,,374,350,,,0.06,35,"Correa, José Acácio"
Aníbal,,999,859,,,0.14,58,"Cera, Antônio José Ferreira"
Vinte e Oito de Março,,448,446,,,0.0,68,"Sales, Joaquim de"
Amizade dos Santos,,383,383,,,0.0,32,"Souza, Manoel Pereira de"
Seis de Fevereiro,,440,419,,,0.05,58,"Mendonça, Francisco de Assis"
Bahia,,335,287,,,0.14,96,
Ulisses,,621,616,,,0.01,31,"Lisboa, José Antônio de Freitas"
Estrela do Mar,,266,53,,,0.8,28,"Gonzaga, Antônio Luís"
Paula,Portugal,466,426,,,0.09,26,"Cardoso, José António de Souza"
Maria,,451,394,,,0.13,39,"Pestana, Henrique José"
Trajano,,431,410,,,0.05,35,"Viana, João"
Minerva,,507,489,,,0.04,57,"Braga, João Ribeiro de Castro"
Amália,,770,684,,,0.11,61,"Teixeira, José de Souza"
Feliz União,,427,426,,,0.0,23,"Mendonça, João Francisco de"
Delfina da África,,517,485,,,0.06,41,"Oliveira, Antônio Francisco de"
Adamastor,,469,454,,,0.03,37,"Santos, Antônio Teodoro dos"
Nove de Janeiro,,672,592,,,0.12,74,"Santos, Rafael Inácio da Fonseca"
Economia,,444,399,,,0.1,38,"Caldas, Francisco Elesbão Correa"
Arsênia,,377,375,,,0.01,31,"Carneiro, Francisco Luís"
União Feliz,,288,237,,,0.18,62,"Pacheco, José dos Santos"
Lucrécia,,321,318,,,0.01,23,"Silva, Antônio Raimundo da<br/> Barros, Faustino José de"
Esperança,,420,382,,,0.09,30,"Sá, José Pereira de"
Ativo,,586,558,,,0.05,32,"Cupertino, José Dias"
Comerciante,,327,309,,,0.06,42,"Sarmento, Manoel Pereira"
Júpiter,,409,407,,,0.0,40,"Afonso, Antônio Manoel"
Zeferina,Brazil,273,246,,,,30,"Rosa, José da (Jr)"
Tibério,Brazil,654,520,,,0.2,23,"Viana, Francisco Pinto de Araújo"
Nova Viagem,Brazil,389,350,,,,21,"Silveira, J C"
Segunda Rosália,Brazil,257,242,,,,43,"Santos, A N dos"
Caçador,Brazil,337,303,,,,29,"Barbosa, J"
Veloz,,352,325,,,,23,"Pereira, F de S"
S Benedito Feliz,Brazil,112,105,,,,32,"Almeida, Manoel Joaquim de<br/> Moreira, Inácio dos Santos"
Esperança,Brazil,123,111,,,,26,"Vale, Vicente Ferreira<br/> Brito, D J de"
Ceylon,U.S.A.,352,325,,,,38,"West, J"
D Ana,Brazil,316,302,,,0.04,23,"Ferreira, José Rosa"
Eclipse,,307,277,,,,33,"Faria, João Antônio de"
S Amaro,,267,251,,,,28,"Borges, João"
Primeira Rosália,Brazil,484,436,,,,29,"Machado, José"
S Vicente Ferreira,,139,128,,,,38,"Carvalho, J D de"
Henriqueta,Brazil,580,544,,,,25,"Santos, João Cardoso dos"
 ,Spain,535,440,,,,,
Indagodora,Spain,307,277,,,,,"Manzana, S"
Guerrero,Spain,573,519,,,,,"Gómez, Jose"
Gallo,Spain,389,350,,,,,"Gonzalez, Ramon"
Emprendedor,Spain,411,369,,,,,
Primera,Spain,284,270,,,,,"Negrete, Antonio<br/> Baltiel, Domingo"
Tres Manuelas,,307,277,,,,,"Gardillo, José"
Manuelita,Spain,284,270,,,,,"Bosch, Jose"
Almirante,Spain,819,160,,,,,"Insura, Andres"
Indagadora,Spain,307,277,,,,,"Hernandez, M"
Segunda Teresa,,490,444,,,,,"Carbo, M"
Dorotea,,307,277,,,,,"Echevarria, M S"
Xerxes,Spain,429,403,0.57357,0.12469,0.06,,"Rebel, Felipe"
Transito,Spain,307,277,,,,,"Perez, A<br/> Rodriguez, Jozé"
Esperanza,Spain,283,270,,,,,"Noriega, E P"
Ricardo,,411,369,,,,,"Mata, A de"
Intrepido,,343,168,0.27976,0.25595,0.61,,"Puig y Miro, Jozé"
Vengador,Spain,490,444,,,,,"Garay, J"
Pirro,Spain,442,400,,,,,"Cespeda, J G"
Josefa (a) Fortuna,Spain,284,270,,,,,"Casal, R"
Fama de Cadiz (a) Diana,,735,700,,,,,"Igartua, M"
Primera Gallega,Spain,284,270,,,,,"Balandra, José"
Eclipse,,281,276,,,0.02,43,"Araújo, Manoel Ferreira de"
Flor do Rio,,510,500,,,0.02,35,"Silva, Antônio Lopes da"
Audaz,,498,135,,,0.73,37,"Moreira, José Lopes da Costa (Jr)"
Imperador do Brasil,,316,269,,,0.15,43,"Santos, Joaquim Lopes"
Leoa Africana,,428,401,,,0.06,25,"Viana, João Miguel"
NS da Conceição e Sr dos Passos,,478,396,,,0.17,37,"Oliveira, Francisco de Paula Neves de"
Três Corações,,577,573,,,0.01,31,"Mota, Cândido José da"
Novo Destino,,576,571,,,0.01,36,"Pinto, José Gonçalves da Costa"
Luís de Camões,,616,596,,,0.03,26,"Araújo, Manoel Ferreira de"
Comerciante,,484,453,,,0.06,29,"Gomes, Manoel de Souza"
Boa Viagem,,321,299,,,0.07,29,"Pinho, Manoel Soares de"
Brilhante,,338,337,,,0.0,25,"Ferreira, Francisco de Paula"
Triunfo da Inveja,,314,306,,,0.03,26,"Ferreira, Luís da Costa"
Dois Amigos,,472,464,,,0.02,23,"Viana, José Antônio Pinheiro"
Bela Luísa,,253,229,,,0.09,32,"Vieira, Francisco Manoel"
Novo Providência,,212,212,,,0.0,35,"Branco, Antônio Rodrigues"
Voadora,,186,177,,,0.05,34,"Brito, Vítor Nobre de"
Estrela do Mar,,225,223,,,0.01,34,"Gonzaga, Antônio Luís"
Arsênia,,272,270,,,0.01,35,"Carneiro, Francisco Luís"
Veloz,Brazil,261,211,,,0.19,36,"Santos, Manoel Pereira dos"
Desengano Feliz,,545,511,,,0.06,138,"Oliveira, Antônio de (Neto)"
Cotia,,305,302,,,0.01,28,"Paiva, José Martins de"
Rainúnculo,,382,377,,,0.01,40,"Cardoso, Estevão José"
Ulisses,,480,450,,,,32,"Viana, Pedro José Correa"
Feliz Eugênia,,720,687,,,0.05,40,"Martins, Diogo Cândido"
Trinta de Março,,448,420,,,0.06,27,"Silva, José Leite da"
Primoroso Divino,,440,436,,,0.01,39,"Viana, Joaquim"
Maria Justina,,570,562,,,0.01,34,"Medeiros, Francisco Antônio de"
Novo Atalante,,195,193,,,0.01,48,"Maria, Luís José"
S Efigênia,Brazil,201,197,,,0.02,36,"Silva, Manoel Rodrigues da"
Ligeiro,,360,354,,,0.02,30,"Oliveira, Antônio Joaquim de"
Carolina,,270,266,,,0.01,27,"Barros, Manoel José de"
Maria,,375,360,,,0.04,37,"Pestana, Henrique José"
Velha de Deus,,230,230,,,0.0,28,"Regadas, Luís de Queiróz Monteiro"
Josefina,,146,146,,,0.0,42,"Rabelo, Vicente Ferreira"
Trajano,,454,452,,,0.0,37,"Guimarães, Francisco José Gomes"
Esperança,,483,414,,,0.14,56,"Fontes, Joaquim Maria Pereira"
Indústria,,665,657,,,0.01,45,"Castro, João Guilherme de"
General Rêgo,,391,385,,,0.02,30,"Braga, Antônio Manoel de Azevedo"
Vinte e Oito de Março,,504,490,,,0.03,70,"Sales, Joaquim de"
Feliz União,,351,351,,,0.0,26,"Mendonça, José Francisco de"
Economia,,371,350,,,0.06,32,"Caldas, Francisco Elesbão Correa"
Tejo,,424,420,,,0.01,74,"Rosa, João Luís da"
Sete de Março,,604,517,,,0.14,66,"Rodrigues, Francisco de Paula"
Torquato,,254,254,,,0.0,31,"Santos, Graciano dos"
Golfinho,,549,509,,,0.07,53,"Monteiro, Alexandre Correa Cardoso"
Aníbal,,836,746,,,0.11,57,"Cera, Antônio José Ferreira"
Conde dos Arcos,,320,298,,,0.07,32,"Bastos, Manoel Domingos"
Flor de Moçambique,,644,612,,,0.05,52,"Campos, João José da Silva"
Nova Amazona,,396,382,,,0.04,38,"Santos, José Rodrigues dos"
Seis de Fevereiro,,375,361,,,0.04,41,"Monteiro, Joaquim Inácio"
Seis de Fevereiro,,430,413,,,0.04,54,"Mendonça, Francisco de Assis"
Henriqueta,,401,389,,,0.03,33,"Carvalho, Francisco Cândido da Silva e"
Mercantil,,722,711,,,0.02,26,"Santos, José dos"
Volante,,254,246,,,0.03,33,"Barbosa, Francisco Borges"
Cometa,,567,549,,,0.03,28,"Moraes, José de"
Mercantil,,160,128,,,0.2,30,"Ferreira, José Antônio"
Marquês de Pombal,,334,327,,,0.02,32,"Figueira, João Antônio"
Ligeiro,,225,225,,,0.0,26,"Pereira, Jacinto Antônio"
Leoa Africana,,411,400,,,0.03,26,"Viana, João Miguel"
Hércules (a) Vulcano,,592,550,,,0.07,58,"Lima, Francisco José Esteves de<br/> Chaves, José de Freitas"
Caçador,,555,521,,,,32,"Batalha, Luís Antônio"
Ulisses,,588,586,,,0.0,32,"Lisboa, José Antônio de Freitas"
Aurora do Cabo,,516,488,,,0.05,35,"Marques, Gregório Maria"
Bela Americana,,351,343,,,0.02,40,"Rodrigues, Manoel Machado"
Viajante,,636,512,,,0.19,51,"Silva, Manoel Francisco da"
Minerva,,466,425,,,0.09,63,"Braga, João Ribeiro de Castro"
Galiana (a) Ceres,,225,225,,,0.0,30,"Salgado, Antônio Joaquim"
Astrea,,931,742,,,0.2,68,"Alves, Augusto Fernandes"
Quatro de Abril,,663,604,,,0.09,73,"Lontra, Rafael Inácio da Fonseca"
Polífemo,,692,691,,,0.0,34,
Felicidade,Brazil,587,532,,,,,"Ferreira, André Joaquim"
Águia da América,Brazil,166,149,,,,,"Melo, Joaquim Gomes de"
Netuno,,371,336,,,,39,"Machado, Manoel de Souza"
Ativo,,334,323,,,0.03,,"Viana, José Pinto de Araújo"
S Nicolau Augusto,Portugal,426,414,,,0.03,,"Cruz, J P da"
Lucrécia,,370,42,,,0.89,,"Cunha, José Fortuna da"
Gallo,Spain,490,444,,,,,"Gonzalez, R"
Potosi,Spain,284,270,,,,,"Larrazabal, Andres"
Maria,Spain,233,210,,,,,"Romero, F"
Primera,Spain,307,277,,,,,"Bardier, D"
Juanito,Spain,307,277,,,,,Alcântara
Firme,Spain,492,485,0.60385,0.18201,0.01,,"Sandrino, J"
Gallito,Spain,284,270,,,,,"Ferrer, C"
Herculina,Spain,284,270,,,,,"Cortina, A"
Indagadora,Spain,284,270,,,,,"Medina, M D"
Cristina (a) Gaditana,Spain,284,270,,,,,"Reyes, F de los"
